id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-03-17T22:14:56.540Z, 85
1, -22.96034, -43.204342, 2020-03-17T22:15:56.549Z, 80
2, -22.95949, -43.201069, 2020-03-17T22:16:56.554Z, 68
3, -22.957621, -43.199081, 2020-03-17T22:17:56.563Z, 60
4, -22.95569, -43.196388, 2020-03-17T22:18:56.570Z, 65
5, -22.95536, -43.195789, 2020-03-17T22:19:56.582Z, 62
6, -22.95443, -43.19286, 2020-03-17T22:20:56.588Z, 63
7, -22.95307, -43.188931, 2020-03-17T22:22:26.604Z, 85
8, -22.952959, -43.188622, 2020-03-17T22:22:56.609Z, 82
9, -22.95188, -43.185631, 2020-03-17T22:23:56.620Z, 86
10, -22.951389, -43.18454, 2020-03-17T22:24:56.625Z, 82
11, -22.950991, -43.183281, 2020-03-17T22:25:56.631Z, 88
12, -22.94981, -43.181419, 2020-03-17T22:26:56.635Z, 92
13, -22.947599, -43.182129, 2020-03-17T22:27:56.641Z, 69
14, -22.943529, -43.181141, 2020-03-17T22:28:56.649Z, 97
