id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-03-18T14:46:34.769Z, 56
1, -22.894, -43.2578, 2020-03-18T14:47:34.783Z, 100
2, -22.8949, -43.2624, 2020-03-18T14:48:53.793Z, 55
3, -22.8967, -43.2632, 2020-03-18T14:50:14.809Z, 76
4, -22.899, -43.2636, 2020-03-18T14:50:33.820Z, 97
5, -22.9007, -43.2666, 2020-03-18T14:51:33.826Z, 84
6, -22.9018, -43.2692, 2020-03-18T14:52:33.840Z, 53
7, -22.897, -43.2722, 2020-03-18T14:54:33.866Z, 70
8, -22.8964, -43.2726, 2020-03-18T14:55:33.879Z, 74
9, -22.8926, -43.2767, 2020-03-18T14:57:01.890Z, 93
10, -22.8921, -43.2775, 2020-03-18T14:57:32.896Z, 76
11, -22.892, -43.2794, 2020-03-18T14:58:32.903Z, 84
12, -22.8919, -43.2804, 2020-03-18T14:59:32.914Z, 81
13, -22.8919, -43.2818, 2020-03-18T15:00:32.929Z, 90
