id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-03-17T15:52:13.327Z, 51
1, -22.894, -43.2578, 2020-03-17T15:53:13.347Z, 101
2, -22.8949, -43.2624, 2020-03-17T15:54:32.355Z, 59
3, -22.8967, -43.2632, 2020-03-17T15:55:53.373Z, 56
4, -22.899, -43.2636, 2020-03-17T15:56:12.384Z, 96
5, -22.9007, -43.2666, 2020-03-17T15:57:12.394Z, 49
6, -22.9018, -43.2692, 2020-03-17T15:58:12.413Z, 51
7, -22.897, -43.2722, 2020-03-17T16:00:12.437Z, 100
8, -22.8964, -43.2726, 2020-03-17T16:01:12.450Z, 56
9, -22.8926, -43.2767, 2020-03-17T16:02:40.464Z, 64
10, -22.8921, -43.2775, 2020-03-17T16:03:11.468Z, 50
11, -22.892, -43.2794, 2020-03-17T16:04:11.473Z, 74
12, -22.8919, -43.2804, 2020-03-17T16:05:11.486Z, 53
13, -22.8919, -43.2818, 2020-03-17T16:06:11.499Z, 54
