id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-03-15T21:28:02.356Z, 297
1, -22.96034, -43.204342, 2020-03-15T21:29:02.392Z, 93
2, -22.95949, -43.201069, 2020-03-15T21:30:02.430Z, 93
3, -22.957621, -43.199081, 2020-03-15T21:31:02.451Z, 156
4, -22.95569, -43.196388, 2020-03-15T21:32:02.477Z, 176
5, -22.95536, -43.195789, 2020-03-15T21:33:02.506Z, 162
6, -22.95443, -43.19286, 2020-03-15T21:34:02.546Z, 132
7, -22.95307, -43.188931, 2020-03-15T21:35:32.578Z, 159
8, -22.952959, -43.188622, 2020-03-15T21:36:02.587Z, 108
9, -22.95188, -43.185631, 2020-03-15T21:37:02.606Z, 286
10, -22.951389, -43.18454, 2020-03-15T21:38:02.618Z, 192
11, -22.950991, -43.183281, 2020-03-15T21:39:02.633Z, 203
12, -22.94981, -43.181419, 2020-03-15T21:40:02.645Z, 156
13, -22.947599, -43.182129, 2020-03-15T21:41:02.656Z, 138
14, -22.943529, -43.181141, 2020-03-15T21:42:02.684Z, 73
