id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-03-12T23:47:13.090Z, 64
1, -22.924776, -43.179428, 2020-03-12T23:48:23.095Z, 46
2, -22.925875, -43.179329, 2020-03-12T23:48:58.103Z, 70
3, -22.928761, -43.179279, 2020-03-12T23:50:08.112Z, 40
4, -22.930351, -43.178955, 2020-03-12T23:51:18.120Z, 48
5, -22.930725, -43.179085, 2020-03-12T23:51:53.132Z, 38
6, -22.931084, -43.179314, 2020-03-12T23:53:02.140Z, 42
7, -22.931461, -43.179459, 2020-03-12T23:54:13.150Z, 83
8, -22.932478, -43.182209, 2020-03-12T23:55:23.163Z, 49
9, -22.932751, -43.183285, 2020-03-12T23:55:58.173Z, 45
10, -22.93276, -43.183285, 2020-03-12T23:56:32.178Z, 46
